;;;;;;;;x;
False;Hållbar gestaltning - Studio 4:2;A42H2B;12.0;Bcs exam;Avancerad nivå
False;Hållbar gestaltning - Studio 4:3;A42H3B;12.0;Bcs exam;Avancerad nivå
False;Hållbar gestaltning - Studio 4:4;A42H4B;12.0;Bcs exam;Avancerad nivå
False;Hållbar gestaltning - Studio 5:1;A52H1B;12.0;1 års;Avancerad nivå
False;Hållbar gestaltning - Studio 5:2;A52H2B;12.0;1 års;Avancerad nivå
False;Hållbar gestaltning - studio 5:3;A52H3B;12.0;1 års;Avancerad nivå
False;Hållbar gestaltning - studio 5:4;A52H4B;12.0;1 års;Avancerad nivå
False;Höstprojekt 4, Architecture Information/Articulations;A4211A;12.0;x;Avancerad nivå
False;Höstprojekt 4, Arena;A4221A;12.0;x;Avancerad nivå
False;Höstprojekt 4, Building Sites (1);A4241A;12.0;x;Avancerad nivå
False;Höstprojekt 4, Swedish Cultural Heritage;A4231A;12.0;x;Avancerad nivå
False;Individuellt arbete inför examen;A52AXI;30.0;x;Avancerad nivå
False;Introduktion till arkitektutbildningen;A10INA;2.0;Basic;Fårberedande nivå
False;Kritiska studier - studio 4:1;A42K1B;12.0;Bcs exam;Avancerad nivå
False;Kritiska studier - studio 4:2;A42K2B;12.0;Bcs exam;Avancerad nivå
False;Kritiska studier - studio 4:3;A42K3B;12.0;Bcs exam;Avancerad nivå
False;Kritiska studier - studio 4:4;A42K4B;12.0;Bcs exam;Avancerad nivå
False;Kritiska studier - studio 5:1;A52K1B;12.0;1 års;Avancerad nivå
False;Kritiska studier - studio 5:2;A52K2B;12.0;1 års;Avancerad nivå
False;Kritiska studier - studio 5:3;A52K3B;12.0;1 års;Avancerad nivå
False;Kritiska studier - studio 5:4;A52K4B;12.0;1 års;Avancerad nivå
False;Landskapsarkitektur - studio 4:1;A42L1B;12.0;Bcs exam;Avancerad nivå
False;Landskapsarkitektur - studio 4:2;A42L2B;12.0;Bcs exam;Avancerad nivå
False;Landskapsarkitektur - studio 4:3;A42L3B;12.0;Bcs exam;Avancerad nivå
False;Landskapsarkitektur - studio 4:4;A42L4B;12.0;Bcs exam;Avancerad nivå
False;Landskapsarkitektur - studio 5:1;A52L1B;12.0;1 års;Avancerad nivå
False;Landskapsarkitektur - studio 5:2;A52L2B;12.0;1 års;Avancerad nivå
False;Landskapsarkitektur - studio 5:3;A52L3B;12.0;1 års;Avancerad nivå
False;Landskapsarkitektur - studio 5:4;A52L4B;12.0;1 års;Avancerad nivå
False;Ombyggnad-tillbyggnad-restaurering - studio 5:3;A52R3B;12.0;1 års;Avancerad nivå
False;Ombyggnad-tillbyggnad-restaurering - studio 5:4;A52R4B;12.0;1 års;Avancerad nivå
False;Ombyggnad-tillbyggnad-restaurering, studio 4:1;A42R1B;12.0;Bcs exam;Avancerad nivå
False;Ombyggnad-tillbyggnad-restaurering, studio 4:2;A42R2B;12.0;Bcs exam;Avancerad nivå
